platform,software_a,software_b,tipo_evento,caso_uso_resumido,titulo_pagina,slug_url,descricao_curta,zap_template_url,passos_resumo,tags
zapier,Telegram,Slack,Mensagem,Bridge entre plataformas,Como conectar Telegram e Slack usando Zapier,telegram-para-slack-zapier,Sincronize conversas entre Telegram e Slack bidirecionalmente. Comunicação unificada via Zapier.,https://zapier.com/apps/telegram/integrations/slack,New Message|Format Content|Post to Channel|Thread Replies,"comunicacao,telegram,slack,zapier"
zapier,Discord,Trello,Mensagem,Gestão de comunidade,Como criar cards Trello de mensagens Discord usando Zapier,discord-para-trello-zapier,Transforme mensagens Discord em tasks Trello. Organize feedback de comunidade via Zapier.,https://zapier.com/apps/discord/integrations/trello,New Message (Reaction)|Create Card|Add Details|Assign Member,"comunicacao,discord,trello,zapier"
zapier,Discord,Slack,Mensagem,Bridge de servidores,Como sincronizar Discord com Slack usando Zapier,discord-para-slack-zapier,Conecte servidores Discord e workspaces Slack bidirecionalmente. Comunicação sem barreiras via Zapier.,https://zapier.com/apps/discord/integrations/slack,New Message|Format Content|Post to Channel|Mirror Threads,"comunicacao,discord,slack,zapier"
zapier,Twitter,Slack,Tweet,Monitoramento de menções,Como notificar menções Twitter no Slack usando Zapier,twitter-para-slack-zapier,Receba alertas no Slack para menções da marca no Twitter. Social listening via Zapier.,https://zapier.com/apps/twitter/integrations/slack,New Mention|Format Tweet|Post to Channel|Add Link,"social-media,twitter,slack,zapier"
zapier,Twitter,Google Sheets,Tweet,Análise de engajamento,Como registrar tweets no Google Sheets usando Zapier,twitter-para-google-sheets-zapier,Automatize coleta de métricas Twitter em planilhas. Análise de social media via Zapier.,https://zapier.com/apps/twitter/integrations/google-sheets,New Tweet (Search)|Extract Metrics|Append Row|Calculate Stats,"social-media,twitter,dados,zapier"
zapier,LinkedIn,Slack,Post,Monitoramento de posts,Como notificar posts LinkedIn no Slack usando Zapier,linkedin-para-slack-zapier,Receba alertas no Slack para novos posts LinkedIn da empresa. Social media management via Zapier.,https://zapier.com/apps/linkedin/integrations/slack,New Company Post|Format Message|Post to Channel|Track Engagement,"social-media,linkedin,slack,zapier"
zapier,Instagram,Slack,Post,Alertas de publicações,Como notificar posts Instagram no Slack usando Zapier,instagram-para-slack-zapier,Receba notificações no Slack para novos posts Instagram. Gestão de social media via Zapier.,https://zapier.com/apps/instagram/integrations/slack,New Media Posted|Format Message|Post to Channel|Add Metrics,"social-media,instagram,slack,zapier"
zapier,YouTube,Slack,Video,Notificações de uploads,Como notificar uploads YouTube no Slack usando Zapier,youtube-para-slack-zapier,Receba alertas no Slack quando vídeos forem publicados no YouTube. Content tracking via Zapier.,https://zapier.com/apps/youtube/integrations/slack,New Video|Format Announcement|Post to Channel|Add Thumbnail,"social-media,youtube,slack,zapier"
zapier,YouTube,Google Sheets,Video,Análise de performance,Como registrar vídeos YouTube no Google Sheets usando Zapier,youtube-para-google-sheets-zapier,Automatize coleta de métricas YouTube em planilhas. Dashboard de analytics via Zapier.,https://zapier.com/apps/youtube/integrations/google-sheets,New Video|Get Analytics|Append Row|Update Stats Daily,"social-media,youtube,dados,zapier"
zapier,WordPress,Twitter,Post,Auto-post em redes sociais,Como publicar posts WordPress no Twitter automaticamente usando Zapier,wordpress-para-twitter-auto-post-zapier,Automatize divulgação de posts WordPress no Twitter. Aumente alcance via Zapier.,https://zapier.com/apps/wordpress/integrations/twitter,New Post Published|Format Tweet|Add Featured Image|Post to Twitter,"cms,wordpress,social-media,zapier"
zapier,WordPress,Slack,Post,Notificações de publicação,Como notificar posts WordPress no Slack usando Zapier,wordpress-para-slack-zapier,Receba alertas no Slack quando posts WordPress forem publicados. Coordenação editorial via Zapier.,https://zapier.com/apps/wordpress/integrations/slack,New Post|Format Message|Post to Channel|Add Link,"cms,wordpress,slack,zapier"
zapier,WordPress,Mailchimp,Post,Email marketing automático,Como enviar posts WordPress via Mailchimp usando Zapier,wordpress-para-mailchimp-zapier,Automatize envio de newsletters com novos posts WordPress. Engajamento de audiência via Zapier.,https://zapier.com/apps/wordpress/integrations/mailchimp,New Post|Format Campaign|Send to List|Track Opens,"cms,wordpress,email,mailchimp,zapier"
zapier,Webflow,Slack,Form,Notificações de formulários,Como notificar submissões Webflow no Slack usando Zapier,webflow-para-slack-zapier,Receba alertas no Slack para formulários Webflow submetidos. Resposta rápida via Zapier.,https://zapier.com/apps/webflow/integrations/slack,New Form Submission|Format Data|Post to Channel|Mention Team,"cms,webflow,slack,zapier"
zapier,Webflow,Google Sheets,Form,Backup de leads,Como registrar leads Webflow no Google Sheets usando Zapier,webflow-para-google-sheets-zapier,Automatize backup de formulários Webflow em planilhas. Análise de conversão via Zapier.,https://zapier.com/apps/webflow/integrations/google-sheets,New Submission|Extract Fields|Append Row|Track Source,"cms,webflow,dados,zapier"
zapier,Webflow,HubSpot,Form,Captura de leads,Como enviar leads Webflow para HubSpot usando Zapier,webflow-para-hubspot-zapier,Integre formulários Webflow com CRM HubSpot automaticamente. Qualificação de leads via Zapier.,https://zapier.com/apps/webflow/integrations/hubspot,New Submission|Create Contact|Set Lifecycle|Add to List,"cms,webflow,crm,hubspot,zapier"
zapier,Zoom,Google Calendar,Meeting,Sincronização de reuniões,Como sincronizar Zoom com Google Calendar usando Zapier,zoom-para-google-calendar-zapier,Adicione reuniões Zoom ao Google Calendar automaticamente. Nunca perca compromissos via Zapier.,https://zapier.com/apps/zoom/integrations/google-calendar,Meeting Scheduled|Create Event|Add Meeting Link|Set Reminder,"videoconferencia,zoom,calendario,zapier"
zapier,Zoom,Slack,Meeting,Notificações de reuniões,Como notificar reuniões Zoom no Slack usando Zapier,zoom-para-slack-zapier,Receba lembretes no Slack antes de reuniões Zoom. Pontualidade garantida via Zapier.,https://zapier.com/apps/zoom/integrations/slack,Meeting Starting|Format Reminder|Post to Channel|Mention Participants,"videoconferencia,zoom,slack,zapier"
zapier,Zoom,HubSpot,Meeting,Registro de interações,Como registrar reuniões Zoom no HubSpot usando Zapier,zoom-para-hubspot-zapier,Automatize registro de meetings Zoom na timeline HubSpot. Histórico completo via Zapier.,https://zapier.com/apps/zoom/integrations/hubspot,Meeting Ended|Find Contact|Log Activity|Attach Recording,"videoconferencia,zoom,crm,hubspot,zapier"
zapier,Google Meet,Slack,Meeting,Alertas de reuniões,Como notificar reuniões Google Meet no Slack usando Zapier,google-meet-para-slack-zapier,Receba lembretes no Slack para reuniões Google Meet. Time sincronizado via Zapier.,https://zapier.com/apps/google-calendar/integrations/slack,Event Starting (with Meet)|Format Message|Post to Channel|Add Link,"videoconferencia,google,slack,zapier"
zapier,Zendesk,Slack,Ticket,Notificações de suporte,Como notificar tickets Zendesk no Slack usando Zapier,zendesk-para-slack-zapier,Receba alertas no Slack para novos tickets Zendesk. Suporte ágil via Zapier.,https://zapier.com/apps/zendesk/integrations/slack,New Ticket|Format Details|Post to Channel|Assign Agent,"suporte,zendesk,slack,zapier"
zapier,Zendesk,Trello,Ticket,Gestão visual de suporte,Como criar cards Trello para tickets Zendesk usando Zapier,zendesk-para-trello-zapier,Transforme tickets Zendesk em cards Trello automaticamente. Kanban de suporte via Zapier.,https://zapier.com/apps/zendesk/integrations/trello,New Ticket|Create Card|Add Details|Set Priority,"suporte,zendesk,trello,zapier"
zapier,Zendesk,Google Sheets,Ticket,Relatórios de atendimento,Como registrar tickets Zendesk no Google Sheets usando Zapier,zendesk-para-google-sheets-zapier,Automatize relatórios de suporte Zendesk em planilhas. Análise de SLA via Zapier.,https://zapier.com/apps/zendesk/integrations/google-sheets,Ticket Solved|Extract Data|Append Row|Calculate Metrics,"suporte,zendesk,dados,zapier"
zapier,Intercom,Slack,Conversation,Notificações de chat,Como notificar conversas Intercom no Slack usando Zapier,intercom-para-slack-zapier,Receba alertas no Slack para novas conversas Intercom. Suporte distribuído via Zapier.,https://zapier.com/apps/intercom/integrations/slack,New Conversation|Format Message|Post to Channel|Assign Agent,"suporte,intercom,slack,zapier"
zapier,Intercom,HubSpot,Contact,Sincronização de usuários,Como sincronizar Intercom com HubSpot usando Zapier,intercom-para-hubspot-zapier,Mantenha Intercom e HubSpot sincronizados bidirecionalmente. Contexto completo de cliente via Zapier.,https://zapier.com/apps/intercom/integrations/hubspot,New/Updated User|Create/Update Contact|Sync Tags|Log Conversations,"suporte,intercom,crm,hubspot,zapier"
zapier,Freshdesk,Slack,Ticket,Alertas de suporte,Como notificar tickets Freshdesk no Slack usando Zapier,freshdesk-para-slack-zapier,Receba notificações no Slack para tickets Freshdesk urgentes. Resposta rápida via Zapier.,https://zapier.com/apps/freshdesk/integrations/slack,New Ticket (Priority)|Format Message|Post to Channel|Mention Agent,"suporte,freshdesk,slack,zapier"
zapier,Freshdesk,Trello,Ticket,Kanban de atendimento,Como gerenciar tickets Freshdesk no Trello usando Zapier,freshdesk-para-trello-zapier,Visualize tickets Freshdesk em boards Trello automaticamente. Gestão visual via Zapier.,https://zapier.com/apps/freshdesk/integrations/trello,New Ticket|Create Card|Set Labels|Move by Status,"suporte,freshdesk,trello,zapier"
